Parameter Name,Group,Material,Lab min Value,Client min Value,Parameter Test Method,Pseudo Parameter,Discipline,Mu Value,Lab max Value,Client max Value,Unit,NABL,Material Table,Inputs,Material/Lab Name,Remark 
Speciﬁc Gravity at 27 ± 2ºC,BUILDING MATERIALS - CHEMICAL,Bipolar Test,0.90,0.00,IS 1448 Part 16: 1990,FALSE,CHEMICAL,0.00,1.50,0.00,--,NABL,"lerm.parameter.master.table,541",Speciﬁc Gravity,BIPOLAR CONCRETE PENETRATING CORROSION INHIBITING ADMIXTURE,
Viscosity by Ford Cup by Ford cup No 4 at 27 ±  2 °C,BUILDING MATERIALS - CHEMICAL,Bipolar Test,5.00,0.00,IS 101 Part 1/Sec 5: 1989,FALSE,CHEMICAL,0.03,50.00,0.00,sec,NABL,"lerm.parameter.master.table,542",Viscosity,BIPOLAR CONCRETE PENETRATING CORROSION INHIBITING ADMIXTURE,
Appearance,BUILDING MATERIALS - CHEMICAL,Bipolar Test,0.00,0.00,RDSO SPECIFICATION NO. M&C/PCN/126/2020: 2020,FALSE,CHEMICAL,0.00,0.00,0.00,--,NABL,"lerm.parameter.master.table,548",Appearance,BIPOLAR CONCRETE PENETRATING CORROSION INHIBITING ADMIXTURE,
Raw Water Without CPCIA,BUILDING MATERIALS - CHEMICAL,Bipolar Test,0.00,0.00,APPENDIX-I,FALSE,CHEMICAL,0.00,0.00,0.00,--,NABL,"lerm.parameter.master.table,550",Raw Water Without CPCIA,BIPOLAR CONCRETE PENETRATING CORROSION INHIBITING ADMIXTURE,
Raw Water With CPCIA,BUILDING MATERIALS - CHEMICAL,Bipolar Test,0.00,0.00,APPENDIX-I,FALSE,CHEMICAL,0.00,0.00,0.00,--,NABL,"lerm.parameter.master.table,562",Raw Water With CPCIA,BIPOLAR CONCRETE PENETRATING CORROSION INHIBITING ADMIXTURE,
"Softening Point,%",BITUMEN AND TAR,BITUMEN,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,°C,Non NABL,"lerm.parameter.master.table,797",,BITUMEN,
Penetration,BITUMEN AND TAR,BITUMEN,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,mm,Non NABL,"lerm.parameter.master.table,798",,BITUMEN,
Specific Gravity,BITUMEN AND TAR,BITUMEN,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,Non NABL,"lerm.parameter.master.table,799",,BITUMEN,
Ductility,BITUMEN AND TAR,BITUMEN,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,cm,Non NABL,"lerm.parameter.master.table,800",,BITUMEN,
Flash and Fire Point,BITUMEN AND TAR,BITUMEN,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,°C,Non NABL,"lerm.parameter.master.table,801",,BITUMEN,
Carbon,METALS & ALLOYS,BOLT,0.05,0.00,IS 228 Part 1: 1987,FALSE,CHEMICAL,0.05,2.50,0.00,% by mass,NABL,"lerm.parameter.master.table,3255",Wt of Sample taken (gm),BOLT,
Sulphur,METALS & ALLOYS,BOLT,0.01,0.00,IS 228 Part 9: 1989,FALSE,CHEMICAL,0.03,0.25,0.00,% by mass,NABL,"lerm.parameter.master.table,3238","volume, in ml, of potassium iodate  added",BOLT,
Phosphorous,METALS & ALLOYS,BOLT,0.01,0.00,IS 228 Part 3: 1987,FALSE,CHEMICAL,0.04,0.12,0.00,% by mass,NABL,"lerm.parameter.master.table,3239",Wt of Sample taken (gm),BOLT,
Chromium,METALS & ALLOYS,BOLT,0.01,0.00,IS 228 Part 6: 1987,FALSE,CHEMICAL,0.02,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,3245",Wt of Sample taken (gm),BOLT,
Manganese,METALS & ALLOYS,BOLT,0.10,0.00,IS 228 Part 2: 1987,FALSE,CHEMICAL,0.02,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,3246",Wt of Sample taken  gm,BOLT,
Molybdenum,METALS & ALLOYS,BOLT,0.01,0.00,IS 228 Part 7: 1990,FALSE,CHEMICAL,0.03,2.00,0.00,% by mass,NABL,,Wt of Sample taken (gm),BOLT,
Nickel,METALS & ALLOYS,BOLT,0.01,0.00,IS 228 Part 5: 1987,FALSE,CHEMICAL,0.02,2.00,0.00,% by mass,NABL,,"Wt of Sample taken, gm",BOLT,
Silicon,METALS & ALLOYS,BOLT,0.05,0.00,IS 228 Part 8: 1989,FALSE,CHEMICAL,0.02,5.00,0.00,% by mass,NABL,"lerm.parameter.master.table,3258","A) Wt of Sample taken, gm",BOLT,
Sulphur & Phosphorus,METALS & ALLOYS,BOLT,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,3270",Phosphorous,BOLT,
Carbon Equivalent (CE),METALS & ALLOYS,BOLT,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,,Carbon,BOLT,
Compressive Strength,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Bricks,2.00,0.00,IS-3495 (Part-1) : 2019,FALSE,MECHANICAL,0.01,25.00,0.00,N/mm2,Non NABL,"lerm.parameter.master.table,3078",,BRICK - FLYASH,
Water Absorption,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Bricks,5.00,0.00,IS-3495 (Part-2) : 2019,FALSE,MECHANICAL,0.01,30.00,0.00,%,NABL,"lerm.parameter.master.table,3079",,BRICK - FLYASH,
Efflorence,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Bricks,0.00,0.00,IS-3495 (Part-3) : 2019,FALSE,MECHANICAL,0.00,0.00,0.00,,NABL,"lerm.parameter.master.table,3080",,BRICK - FLYASH,
Dimension- Length,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Bricks,10.00,0.00,IS 16720-2018,FALSE,MECHANICAL,0.00,"2,500.00",0.00,mm,NABL,"lerm.parameter.master.table,3081",,BRICK - FLYASH,
Compressive Strength,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Bricks (Burnt Clay),2.00,0.00,,FALSE,MECHANICAL,0.03,25.00,0.00,N/mm2,,"lerm.parameter.master.table,3159",,BRICK -BURNT CLAY,
Water Absortion,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Bricks (Burnt Clay),5.00,0.00,,FALSE,MECHANICAL,0.04,30.00,0.00,%,,"lerm.parameter.master.table,3160",,BRICK -BURNT CLAY,
Efflorence,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Bricks (Burnt Clay),0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,"lerm.parameter.master.table,3161",,BRICK -BURNT CLAY,
Dimension,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Bricks (Burnt Clay),"1,200.00",0.00,,FALSE,MECHANICAL,0.00,"5,000.00",0.00,mm,,"lerm.parameter.master.table,3162",,BRICK -BURNT CLAY,
DOOR SHUTTER,BUILDING MATERIALS - CHEMICAL,Buckling Test ( wooden door shutter),0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,False,wooden door shutter,
Carbon,METALS & ALLOYS,Carbon steel bar,0.02,0.00,,FALSE,CHEMICAL,0.00,1.10,0.00,% by mass,NABL,"lerm.parameter.master.table,4718",Carbon,Carbon steel bar,
Manganese,METALS & ALLOYS,Carbon steel bar,0.02,0.00,,FALSE,CHEMICAL,0.00,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4719",Manganese,Carbon steel bar,
Sulphur,METALS & ALLOYS,Carbon steel bar,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4720",Sulphur,Carbon steel bar,
phosphorous,METALS & ALLOYS,Carbon steel bar,0.01,0.00,,FALSE,CHEMICAL,0.00,0.09,0.00,% by mass,NABL,"lerm.parameter.master.table,4721",phosphorous,Carbon steel bar,
Chloride,BUILDING MATERIALS - CHEMICAL,Cebex 100,0.00,0.00,IS 4032:1985,FALSE,CHEMICAL,0.00,2.00,0.00,% by mass,,"lerm.parameter.master.table,3104",Wt of Sample,Cebex 100,
Sulphate as so3,BUILDING MATERIALS - CHEMICAL,Cebex 100,0.00,0.00,IS 4032: 1985,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,Non NABL,"lerm.parameter.master.table,3105",Wt of Sample,Cebex 100,
Flatness,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Cement Concrete flooring tiles,0.01,0.00,,FALSE,MECHANICAL,0.00,2.00,0.00,mm,NABL,"lerm.parameter.master.table,3222",,Cement Concrete flooring tiles,
Perpendicularity,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Cement Concrete flooring tiles,0.01,0.00,,FALSE,MECHANICAL,0.00,3.00,0.00,%,NABL,"lerm.parameter.master.table,3223",,Cement Concrete flooring tiles,
Straightness,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Cement Concrete flooring tiles,0.01,0.00,,FALSE,MECHANICAL,0.00,2.00,0.00,%,NABL,"lerm.parameter.master.table,3224",,Cement Concrete flooring tiles,
Water Absorption,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Cement Concrete flooring tiles,0.10,0.00,,FALSE,MECHANICAL,0.00,15.00,0.00,%,NABL,"lerm.parameter.master.table,3225",,Cement Concrete flooring tiles,
Wet Transverse Strength,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Cement Concrete flooring tiles,0.00,0.00,,FALSE,MECHANICAL,0.00,10.00,0.00,N/mm2,NABL,"lerm.parameter.master.table,3226",,Cement Concrete flooring tiles,
"Flatness, Perpendicularity and Straightness (IS 1237-2012 ANNEX B,C and D)",BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Cement Concrete flooring tiles,0.00,0.00,,FALSE,MECHANICAL,0.00,"1,000,000.00",0.00,,,"lerm.parameter.master.table,3611",,Cement Concrete flooring tiles,
RESISTANCE TO WEAR,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Cement Concrete flooring tiles,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,Cement Concrete flooring tiles,
Fineness by Blaine Air Permeability Method,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CEMENT MECHANICAL OPC,100.00,0.00,IS 4031(Part-2)1999,FALSE,MECHANICAL,0.02,500.00,0.00,m2/kg,NABL,"lerm.parameter.master.table,796",,CEMENT MECHANICAL OPC,
Suspended Solids,CHEMICAL-WATER,,1.00,0.00,IS 3025(Part 17): 1984,FALSE,CHEMICAL,0.02,"2,000.00",0.00,,NABL,"lerm.parameter.master.table,170","Wt. of Empty petri dish + filter paper before drying at 105°C, gm",,
Density,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CEMENT MECHANICAL OPC,1.10,0.00,IS 4031 (Part-11)1988,FALSE,MECHANICAL,0.01,4.00,0.00,gm/cc,NABL,"lerm.parameter.master.table,1047",,CEMENT MECHANICAL OPC,
Initial Setting Time,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CEMENT MECHANICAL OPC,30.00,0.00,IS 4031(Part-5)1988,FALSE,MECHANICAL,0.02,300.00,0.00,Minute,NABL,"lerm.parameter.master.table,1050",,CEMENT MECHANICAL OPC,
Fineness by Dry Sieving,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CEMENT MECHANICAL OPC,0.00,0.00,IS 4031 (Part-1)1996,FALSE,MECHANICAL,0.12,10.00,0.00,%,NABL,"lerm.parameter.master.table,1053",,CEMENT MECHANICAL OPC,
Normal Consistency,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CEMENT MECHANICAL OPC,20.00,0.00,IS 4031 (Part-4)1988,FALSE,MECHANICAL,0.02,40.00,0.00,%,NABL,"lerm.parameter.master.table,1056",,CEMENT MECHANICAL OPC,
Soundness By Le-chatelier Method,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CEMENT MECHANICAL OPC,0.00,0.00,IS 4031 (Part-3)1988,FALSE,MECHANICAL,0.21,10.00,0.00,mm,NABL,"lerm.parameter.master.table,1035",,CEMENT MECHANICAL OPC,
Compressive Strength 72 ± 1 Hr,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CEMENT MECHANICAL OPC,0.00,0.00,IS 4031(Part-6):1988,FALSE,MECHANICAL,0.06,80.00,0.00,N/mm2,NABL,"lerm.parameter.master.table,1061",,CEMENT MECHANICAL OPC,
Compressive Strength 168 ± 2 Hr,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CEMENT MECHANICAL OPC,0.00,0.00,IS 4031(Part-6)1988,FALSE,MECHANICAL,0.06,80.00,0.00,N/mm2,NABL,"lerm.parameter.master.table,1064",,CEMENT MECHANICAL OPC,
Compressive Strength 672 ± 4 Hr,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CEMENT MECHANICAL OPC,0.00,0.00,IS 4031(Part-6)1988,FALSE,MECHANICAL,0.06,80.00,0.00,N/mm2,NABL,"lerm.parameter.master.table,1067",,CEMENT MECHANICAL OPC,
Soundness By Autoclave Method,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CEMENT MECHANICAL OPC,0.00,0.00,IS 4031 (Part-3)1988,FALSE,MECHANICAL,0.00,5.00,0.00,%,NABL,"lerm.parameter.master.table,3271",,CEMENT MECHANICAL OPC,
Drying Shrinkage,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Cement Mechanical PPC,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,Non NABL,,,CEMENT MECHANICAL PPC,
Final Setting Time,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Cement Mechanical PSC,30.00,0.00,IS 4031(Part-5)1988,FALSE,MECHANICAL,0.04,300.00,0.00,Minute,NABL,"lerm.parameter.master.table,1070",,CEMENT MECHANICAL PSC,
CERAMIC TILES,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Ceramic,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,,
CHEQUERED TILES,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CHEQUERED TILES,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,CHEQUERED TILES,
Flatness,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CHEQUERED TILES,0.00,0.00,,FALSE,MECHANICAL,0.00,"100,000.00",0.00,,,"lerm.parameter.master.table,3199",,CHEQUERED TILES,
Perpendicularity,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CHEQUERED TILES,0.00,0.00,,FALSE,MECHANICAL,0.00,"1,000,000.00",0.00,,,"lerm.parameter.master.table,3200",,CHEQUERED TILES,
Straightness,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CHEQUERED TILES,0.00,0.00,,FALSE,MECHANICAL,0.00,"100,000.00",0.00,,,"lerm.parameter.master.table,3201",,CHEQUERED TILES,
Water Absorption,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CHEQUERED TILES,0.00,0.00,,FALSE,MECHANICAL,0.00,"1,000,000.00",0.00,,,"lerm.parameter.master.table,3202",,CHEQUERED TILES,
Wet Transverse Tiles,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CHEQUERED TILES,0.00,0.00,,FALSE,MECHANICAL,0.00,"1,000,000.00",0.00,,,"lerm.parameter.master.table,3203",,CHEQUERED TILES,
Chequered Tiles,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CHEQUERED TILES,0.00,0.00,,FALSE,MECHANICAL,0.00,"100,000.00",0.00,,,,,CHEQUERED TILES,
Carbon,METALS & ALLOYS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.05,0.00,IS 228 (Part 1): 1987,FALSE,CHEMICAL,0.05,2.50,0.00,% by mass,NABL,"lerm.parameter.master.table,2986",Wt of Sample taken (gm),COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
Mangnese,METALS & ALLOYS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.10,0.00,IS 228 part 2 :1987,FALSE,CHEMICAL,0.02,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,2988",Wt of Sample taken  gm,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
Sulphur,METALS & ALLOYS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.01,0.00,IS 228 Part 9: 1989,FALSE,CHEMICAL,0.03,0.25,0.00,% by mass,NABL,"lerm.parameter.master.table,2989","volume, in ml, of potassium iodate  added",COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
Phosphorous,METALS & ALLOYS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.01,0.00,IS 228 Part 3: 1987,FALSE,CHEMICAL,0.04,0.12,0.00,% by mass,NABL,"lerm.parameter.master.table,2990",Wt of Sample taken (gm),COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
Width,MECHANICAL PROPERTIES OF METALS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
Ultimate Tensile Strength,MECHANICAL PROPERTIES OF METALS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
% Elongation,MECHANICAL PROPERTIES OF METALS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
Fracture,MECHANICAL PROPERTIES OF METALS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
Bend Test,MECHANICAL PROPERTIES OF METALS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
0.2% Proof Stress / Yield Stress,MECHANICAL PROPERTIES OF METALS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
Thickness,MECHANICAL PROPERTIES OF METALS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
Area,MECHANICAL PROPERTIES OF METALS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
Gauge Length,MECHANICAL PROPERTIES OF METALS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
Final Length,MECHANICAL PROPERTIES OF METALS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
0.2% Proof Load / Yield Load,MECHANICAL PROPERTIES OF METALS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
Ultimate Load,MECHANICAL PROPERTIES OF METALS,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,COLD REDUCED LOW CARBON STEEL SHEET AND STRIP,
Compressive Strength by ACT,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Compressive Strength of Concrete Cube By ACT,2.00,0.00,,FALSE,MECHANICAL,0.07,90.00,0.00,,NABL,,,Compressive Strength of Concrete Cube By ACT,
Drying Shrinkage,BUILDING MATERIALS - CHEMICAL,Concrete - Drying Shrinkage,0.00,0.00,IS 516 (PART-6) -2020,FALSE,MECHANICAL,0.00,"1,000,000.00",0.00,%,NABL,"lerm.parameter.master.table,2984",,Concrete - Drying Shrinkage,
Moisture Movement,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Concrete - Drying Shrinkage,0.00,0.00,IS 516 (PART-6) -2020,FALSE,MECHANICAL,0.00,"100,000.00",0.00,%,NABL,"lerm.parameter.master.table,2985",,Concrete - Drying Shrinkage,
Flexural Strength of Concrete Beam,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Concrete - Flexural strength,1.00,0.00,,FALSE,MECHANICAL,0.01,10.00,0.00,N/mm2,NABL,"lerm.parameter.master.table,666",,CONCRETE FLEXURAL STRENGTH,
RCMT,BUILDING MATERIALS - CHEMICAL,Concrete - Rapid Chloride Migration Test ( RCMT ),0.10,0.00,NT Build 492 : 2011,FALSE,MECHANICAL,0.06,35.00,0.00,m²/s,NABL,"lerm.parameter.master.table,616",,CONCRETE-RAPID CHLORIDE MIGRATION (RCMT),
Concrete-Rapid Chloride Penetration Test,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Concrete - Rapid Chloride Penetration Test ( RCPT ),50.00,0.00,ASTM C 1202 - 2022,FALSE,MECHANICAL,0.05,"6,000.00",0.00,Coulombs,NABL,"lerm.parameter.master.table,1073",,CONCRETE-RAPID CHLORIDE PENETRATION (RCPT),
Conrete Split Tensile Strength,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Concrete - Split Tensile,2.00,0.00,IS 516 Part-1 / Sec-1 2021,FALSE,MECHANICAL,0.01,15.00,0.00,N/mm2,NABL,"lerm.parameter.master.table,2899",,CONCRETE SPLIT TENSILE STRENGTH,
Concrete Core,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CONCRETE CORE,1.00,0.00,IS 516 (Part-4)2018,FALSE,MECHANICAL,0.04,100.00,0.00,N/mm2,NABL,"lerm.parameter.master.table,1914",,CONCRETE CORE,
Concrete Core,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CONCRETE CORE,0.00,0.00,,FALSE,MECHANICAL,0.00,"100,000.00",0.00,,,,,CONCRETE CORE,
Concrete Core Density,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Concrete Core Density,"2,000.00",0.00,,FALSE,MECHANICAL,0.00,"3,500.00",0.00,kg/m3,,"lerm.parameter.master.table,3358",,Concrete Core Density,
Concrete Cube Density,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Concrete Cube Density,0.00,0.00,,FALSE,MECHANICAL,0.00,"10,000,000.00",0.00,kg/m3,,"lerm.parameter.master.table,3359",,Concrete Cube Density,
Concrete Cube Water Absorption,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Concrete Cube Water Absorption,0.10,0.00,BS 1881 (Part 122): 2011,FALSE,MECHANICAL,0.00,15.00,0.00,,NABL,"lerm.parameter.master.table,3072",,CONCRETE CUBE WATER ABSORPTION,
Compressive Strength,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Concrete Cubes Compressive Strength,2.00,0.00,,FALSE,MECHANICAL,0.06,"100,000.00",0.00,N/mm2,NABL,"lerm.parameter.master.table,1089",,CONCRETE COMPRESSIVE STRENGTH,
Compressive Strength of Concrete Cylinder,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Concrete Cylinder Compressive Strength,0.00,0.00,,FALSE,MECHANICAL,0.00,"100,000.00",0.00,,NABL,"lerm.parameter.master.table,3477",,Concrete Cylinder Compressive Strength,
Temperature Monitoring,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Concrete Temperature Monitoring,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,Concrete Temperature Monitoring,
CONCRETE WATER ABSORPTION,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CONCRETE WATER ABSORPTION,0.00,0.00,BS 1881 (Part 122): 2011,FALSE,MECHANICAL,0.00,3.00,0.00,,NABL,"lerm.parameter.master.table,3084",,CONCRETE WATER ABSORPTION,
Depth of Penetration of water under Pressure (WPT),BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,CONCRETE-WATER PERMEABILITY TEST,1.00,0.00,IS 516 Part-2/Sec-1 : 2018,TRUE,MECHANICAL,0.05,140.00,0.00,mm,NABL,"lerm.parameter.master.table,635",,CONCRETE-DEPTH OF PENETRATION OF WATER UNDER PRESSURE (WPT),
Chlorides (CI),CHEMICAL-WATER,Construction Water,0.10,0.00,IS:3025 (P-32) 1988,FALSE,CHEMICAL,0.01,"2,000.00",0.00,mg/l,NABL,"lerm.parameter.master.table,583",Volume taken for titration ( ml ),CONSTRUCTION WATER CHEMICAL,
Total dissolved  solids,CHEMICAL-WATER,Construction Water,1.00,0.00,IS:3025(P-16) 1984,FALSE,CHEMICAL,0.01,"5,000.00",0.00,mg/l,Non NABL,"lerm.parameter.master.table,584","Wt. of Empty petri dish  before drying at 105°C, gm",CONSTRUCTION WATER CHEMICAL,
Organic Solid,CHEMICAL-WATER,Construction Water,1.00,0.00,IS:3025(P-18) 1984,FALSE,CHEMICAL,0.01,500.00,0.00,mg/l,NABL,"lerm.parameter.master.table,585",Weight of empty beaker ( W1) gm,CONSTRUCTION WATER CHEMICAL,
Hardness as CaCo3,CHEMICAL-WATER,Construction Water,1.00,0.00,IS 3025(Part 21): 2009,FALSE,CHEMICAL,0.00,"1,000.00",0.00,mg/l,Non NABL,"lerm.parameter.master.table,586",Volume of sample,CONSTRUCTION WATER CHEMICAL,
Sulphate as (SO3),CHEMICAL-WATER,Construction Water,1.00,0.00,IS:3025 (P-24) 1986,FALSE,CHEMICAL,0.02,400.00,0.00,mg/l,NABL,"lerm.parameter.master.table,587",Weight of Empty crusible ( W1) gm,CONSTRUCTION WATER CHEMICAL,
Alkali Content as Na2O,CHEMICAL-WATER,Construction Water,0.00,0.00,IS 3025(Part 45): 1993,FALSE,CHEMICAL,0.02,"200,000.00",0.00,mg/l,NABL,"lerm.parameter.master.table,3166",Concentration of Sodium in mg/l,CONSTRUCTION WATER CHEMICAL,
Alkali Content as K2O,CHEMICAL-WATER,Construction Water,0.00,0.00,IS 3025(Part 45): 1993,FALSE,CHEMICAL,0.15,0.00,0.00,mg/l,NABL,"lerm.parameter.master.table,3167",Concentration of Potasium in mg/l,CONSTRUCTION WATER CHEMICAL,
Inorganic Solids,CHEMICAL-WATER,Construction Water,1.00,0.00,IS:3025(P-18) 1984,FALSE,CHEMICAL,0.01,"3,000.00",0.00,mg/l,NABL,"lerm.parameter.master.table,1237",A) Weight of empty beaker ( W1) gm,CONSTRUCTION WATER CHEMICAL,
Alkalis as Na2O,CHEMICAL-WATER,Construction Water,0.00,0.00,IS 3025 (P-45)- 1993,FALSE,CHEMICAL,0.00,0.00,0.00,mg/l,NABL,"lerm.parameter.master.table,589",Alkali Content as Na2O,CONSTRUCTION WATER CHEMICAL,
